,ID,TMC,Severity,Start_Time,End_Time,City,County,State,Zipcode,Country,Temperature(F),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Sunrise_Sunset,Stop,Traffic_Signal,Weekday,Month,Day,Year,Season
58,A-514859,201,2,2020-12-30,2020-12-30,Scottsdale,Maricopa,AZ,85258,US,62.0,10.0,3.0,0.0,Fair,Day,False,True,Wednesday,12,30,2020,Winter
62,A-514863,201,3,2020-12-30,2020-12-30,Phoenix,Maricopa,AZ,85003,US,63.0,10.0,6.0,0.0,Fair,Day,False,True,Wednesday,12,30,2020,Winter
64,A-514865,201,2,2020-12-30,2020-12-30,Phoenix,Maricopa,AZ,85027,US,57.0,10.0,0.0,0.0,Fair,Night,False,False,Wednesday,12,30,2020,Winter
65,A-514866,201,3,2020-12-30,2020-12-30,Phoenix,Maricopa,AZ,85006,US,60.0,10.0,8.0,0.0,Fair,Night,False,False,Wednesday,12,30,2020,Winter
66,A-514867,245,2,2020-12-30,2020-12-30,Phoenix,Maricopa,AZ,85006,US,60.0,10.0,8.0,0.0,Fair,Night,False,False,Wednesday,12,30,2020,Winter
67,A-516210,201,2,2020-12-29,2020-12-29,Phoenix,Maricopa,AZ,85029,US,42.0,10.0,5.0,0.0,Fair,Night,False,True,Tuesday,12,29,2020,Winter
69,A-516212,201,2,2020-12-29,2020-12-29,Phoenix,Maricopa,AZ,85031,US,41.0,10.0,5.0,0.0,Cloudy,Night,False,False,Tuesday,12,29,2020,Winter
70,A-516213,201,2,2020-12-29,2020-12-29,Glendale,Maricopa,AZ,85308,US,42.0,10.0,5.0,0.0,Mostly Cloudy,Night,False,False,Tuesday,12,29,2020,Winter
72,A-516215,245,3,2020-12-29,2020-12-29,Phoenix,Maricopa,AZ,85009,US,45.0,10.0,7.0,0.0,Mostly Cloudy,Night,False,False,Tuesday,12,29,2020,Winter
73,A-516216,201,2,2020-12-29,2020-12-29,Mesa,Maricopa,AZ,85212,US,43.0,10.0,8.0,0.0,Mostly Cloudy,Night,False,False,Tuesday,12,29,2020,Winter
75,A-516218,201,2,2020-12-29,2020-12-29,Phoenix,Maricopa,AZ,85035,US,42.0,10.0,8.0,0.0,Cloudy,Night,False,True,Tuesday,12,29,2020,Winter
77,A-516220,201,2,2020-12-29,2020-12-29,Phoenix,Maricopa,AZ,85034,US,45.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,True,Tuesday,12,29,2020,Winter
79,A-516222,201,2,2020-12-29,2020-12-29,Phoenix,Maricopa,AZ,85029,US,42.0,10.0,5.0,0.0,Cloudy,Day,False,True,Tuesday,12,29,2020,Winter
81,A-516224,201,2,2020-12-29,2020-12-29,Phoenix,Maricopa,AZ,85035,US,42.0,10.0,6.0,0.0,Cloudy,Day,False,True,Tuesday,12,29,2020,Winter
83,A-516226,201,2,2020-12-29,2020-12-29,Scottsdale,Maricopa,AZ,85255,US,48.0,10.0,3.0,0.0,Mostly Cloudy,Day,False,True,Tuesday,12,29,2020,Winter
84,A-516227,201,2,2020-12-29,2020-12-29,Phoenix,Maricopa,AZ,85009,US,50.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,True,Tuesday,12,29,2020,Winter
91,A-516234,201,3,2020-12-29,2020-12-29,Phoenix,Maricopa,AZ,85053,US,57.0,10.0,8.0,0.0,Fair,Day,False,False,Tuesday,12,29,2020,Winter
94,A-516237,201,3,2020-12-29,2020-12-29,Phoenix,Maricopa,AZ,85007,US,59.0,10.0,10.0,0.0,Fair,Day,False,False,Tuesday,12,29,2020,Winter
96,A-516239,201,3,2020-12-29,2020-12-29,Phoenix,Maricopa,AZ,85006,US,57.0,10.0,9.0,0.0,Partly Cloudy,Night,False,False,Tuesday,12,29,2020,Winter
102,A-517424,201,2,2020-12-28,2020-12-28,Scottsdale,Maricopa,AZ,85257,US,51.0,10.0,0.0,0.0,Fair,Night,False,True,Monday,12,28,2020,Winter
104,A-517426,201,2,2020-12-28,2020-12-28,Laveen,Maricopa,AZ,85339,US,52.0,10.0,5.0,0.0,Fair,Day,False,False,Monday,12,28,2020,Winter
105,A-517427,201,2,2020-12-28,2020-12-28,Scottsdale,Maricopa,AZ,85250,US,53.0,10.0,3.0,0.0,Fair,Day,False,False,Monday,12,28,2020,Winter
107,A-517429,201,2,2020-12-28,2020-12-28,Phoenix,Maricopa,AZ,85024,US,49.0,10.0,5.0,0.0,Fair,Day,False,False,Monday,12,28,2020,Winter
108,A-517430,201,2,2020-12-28,2020-12-28,Phoenix,Maricopa,AZ,85014,US,54.0,10.0,5.0,0.0,Mostly Cloudy,Day,False,True,Monday,12,28,2020,Winter
109,A-517431,201,2,2020-12-28,2020-12-28,Phoenix,Maricopa,AZ,85051,US,56.0,10.0,3.0,0.0,Fair,Day,False,True,Monday,12,28,2020,Winter
110,A-517432,201,2,2020-12-28,2020-12-28,Mesa,Maricopa,AZ,85204,US,54.0,10.0,5.0,0.0,Mostly Cloudy,Day,False,False,Monday,12,28,2020,Winter
114,A-517436,201,2,2020-12-28,2020-12-28,Sun City,Maricopa,AZ,85373,US,60.0,10.0,8.0,0.0,Fair,Day,False,True,Monday,12,28,2020,Winter
115,A-517437,201,2,2020-12-28,2020-12-28,Tempe,Maricopa,AZ,85283,US,66.0,10.0,10.0,0.0,Fair,Day,False,True,Monday,12,28,2020,Winter
117,A-517439,201,2,2020-12-28,2020-12-28,Tempe,Maricopa,AZ,85282,US,66.0,10.0,10.0,0.0,Fair,Day,False,False,Monday,12,28,2020,Winter
120,A-517442,201,2,2020-12-28,2020-12-28,Phoenix,Maricopa,AZ,85027,US,63.0,10.0,18.0,0.0,Fair,Day,False,False,Monday,12,28,2020,Winter
121,A-517443,201,2,2020-12-28,2020-12-28,Phoenix,Maricopa,AZ,85027,US,63.0,10.0,18.0,0.0,Fair,Day,False,False,Monday,12,28,2020,Winter
123,A-517445,201,2,2020-12-28,2020-12-28,Peoria,Maricopa,AZ,85345,US,64.0,10.0,14.0,0.0,Fair,Day,True,False,Monday,12,28,2020,Winter
125,A-517447,201,2,2020-12-28,2020-12-28,Phoenix,Maricopa,AZ,85048,US,63.0,10.0,18.0,0.0,Mostly Cloudy,Day,False,False,Monday,12,28,2020,Winter
126,A-517448,201,2,2020-12-28,2020-12-28,Phoenix,Maricopa,AZ,85024,US,57.0,10.0,18.0,0.0,Fair,Day,False,False,Monday,12,28,2020,Winter
127,A-517449,201,3,2020-12-28,2020-12-28,Phoenix,Maricopa,AZ,85021,US,57.0,10.0,18.0,0.0,Fair,Day,False,True,Monday,12,28,2020,Winter
128,A-517450,201,3,2020-12-28,2020-12-28,Phoenix,Maricopa,AZ,85009,US,58.0,10.0,14.0,0.0,Mostly Cloudy,Night,False,False,Monday,12,28,2020,Winter
130,A-517452,201,2,2020-12-28,2020-12-28,Scottsdale,Maricopa,AZ,85256,US,58.0,10.0,14.0,0.0,Mostly Cloudy,Night,False,False,Monday,12,28,2020,Winter
134,A-518200,201,3,2020-12-27,2020-12-27,Goodyear,Maricopa,AZ,85395,US,67.0,10.0,0.0,0.0,Partly Cloudy,Day,False,False,Sunday,12,27,2020,Winter
135,A-518201,201,2,2020-12-27,2020-12-27,Phoenix,Maricopa,AZ,85017,US,46.0,10.0,7.0,0.0,Fair,Night,False,True,Sunday,12,27,2020,Winter
136,A-518202,201,3,2020-12-27,2020-12-27,Phoenix,Maricopa,AZ,85040,US,46.0,10.0,7.0,0.0,Fair,Night,False,False,Sunday,12,27,2020,Winter
138,A-518204,201,2,2020-12-27,2020-12-27,Phoenix,Maricopa,AZ,85027,US,57.0,10.0,5.0,0.0,Fair,Day,False,False,Sunday,12,27,2020,Winter
139,A-518205,245,3,2020-12-27,2020-12-27,Phoenix,Maricopa,AZ,85006,US,69.0,10.0,0.0,0.0,Partly Cloudy,Day,False,False,Sunday,12,27,2020,Winter
142,A-518208,201,2,2020-12-27,2020-12-27,Gilbert,Maricopa,AZ,85295,US,72.0,10.0,6.0,0.0,Partly Cloudy,Day,False,False,Sunday,12,27,2020,Winter
143,A-518209,201,2,2020-12-27,2020-12-27,Phoenix,Maricopa,AZ,85045,US,65.0,10.0,0.0,0.0,Mostly Cloudy,Night,False,False,Sunday,12,27,2020,Winter
144,A-518610,246,2,2020-12-25,2020-12-25,Phoenix,Maricopa,AZ,85037,US,51.0,10.0,8.0,0.0,Fair,Night,False,False,Friday,12,25,2020,Winter
145,A-518611,241,2,2020-12-26,2020-12-26,Tempe,Maricopa,AZ,85282,US,61.0,10.0,9.0,0.0,Fair,Day,False,False,Saturday,12,26,2020,Winter
146,A-518612,201,2,2020-12-26,2020-12-26,Phoenix,Maricopa,AZ,85050,US,60.0,10.0,5.0,0.0,Fair,Day,False,True,Saturday,12,26,2020,Winter
147,A-518613,201,3,2020-12-26,2020-12-26,Phoenix,Maricopa,AZ,85021,US,60.0,10.0,5.0,0.0,Fair,Day,False,False,Saturday,12,26,2020,Winter
151,A-518617,201,3,2020-12-26,2020-12-26,Phoenix,Maricopa,AZ,85006,US,70.0,10.0,0.0,0.0,Partly Cloudy,Day,False,True,Saturday,12,26,2020,Winter
156,A-518977,201,2,2020-12-25,2020-12-25,Phoenix,Maricopa,AZ,85019,US,63.0,10.0,0.0,0.0,Fair,Day,False,True,Friday,12,25,2020,Winter
157,A-518978,201,2,2020-12-25,2020-12-25,Phoenix,Maricopa,AZ,85019,US,63.0,10.0,0.0,0.0,Fair,Day,True,False,Friday,12,25,2020,Winter
158,A-518979,201,2,2020-12-25,2020-12-25,Scottsdale,Maricopa,AZ,85254,US,67.0,10.0,5.0,0.0,Fair,Day,False,True,Friday,12,25,2020,Winter
161,A-520336,201,2,2020-12-24,2020-12-24,Phoenix,Maricopa,AZ,85029,US,42.0,10.0,5.0,0.0,Fair,Night,False,True,Thursday,12,24,2020,Winter
163,A-520338,201,2,2020-12-24,2020-12-24,Phoenix,Maricopa,AZ,85015,US,41.0,10.0,3.0,0.0,Mostly Cloudy,Night,False,False,Thursday,12,24,2020,Winter
164,A-520339,201,2,2020-12-24,2020-12-24,Phoenix,Maricopa,AZ,85006,US,41.0,10.0,3.0,0.0,Mostly Cloudy,Night,True,False,Thursday,12,24,2020,Winter
165,A-520340,201,2,2020-12-24,2020-12-24,Glendale,Maricopa,AZ,85301,US,47.0,10.0,8.0,0.0,Fair,Night,False,True,Thursday,12,24,2020,Winter
166,A-520341,201,2,2020-12-24,2020-12-24,Phoenix,Maricopa,AZ,85007,US,43.0,10.0,3.0,0.0,Mostly Cloudy,Day,True,False,Thursday,12,24,2020,Winter
168,A-520343,201,2,2020-12-24,2020-12-24,Glendale,Maricopa,AZ,85308,US,47.0,10.0,0.0,0.0,Fair,Day,False,False,Thursday,12,24,2020,Winter
171,A-520346,201,2,2020-12-24,2020-12-24,Phoenix,Maricopa,AZ,85050,US,52.0,10.0,0.0,0.0,Fair,Day,False,True,Thursday,12,24,2020,Winter
175,A-520350,201,3,2020-12-24,2020-12-24,Phoenix,Maricopa,AZ,85015,US,59.0,10.0,8.0,0.0,Cloudy,Day,False,True,Thursday,12,24,2020,Winter
176,A-520351,201,2,2020-12-24,2020-12-24,Phoenix,Maricopa,AZ,85034,US,59.0,10.0,8.0,0.0,Cloudy,Day,False,True,Thursday,12,24,2020,Winter
178,A-520353,201,2,2020-12-24,2020-12-24,Glendale,Maricopa,AZ,85302,US,56.0,10.0,3.0,0.0,Fair,Day,False,True,Thursday,12,24,2020,Winter
181,A-520356,201,2,2020-12-24,2020-12-24,Phoenix,Maricopa,AZ,85042,US,58.0,10.0,6.0,0.0,Mostly Cloudy,Day,False,False,Thursday,12,24,2020,Winter
183,A-520358,201,2,2020-12-24,2020-12-24,Phoenix,Maricopa,AZ,85043,US,55.0,10.0,3.0,0.0,Fair,Night,False,True,Thursday,12,24,2020,Winter
188,A-521852,201,2,2020-12-23,2020-12-23,El Mirage,Maricopa,AZ,85335,US,39.0,10.0,7.0,0.0,Fair,Day,False,True,Wednesday,12,23,2020,Winter
189,A-521853,201,2,2020-12-23,2020-12-23,El Mirage,Maricopa,AZ,85335,US,39.0,10.0,7.0,0.0,Fair,Day,False,True,Wednesday,12,23,2020,Winter
192,A-521856,201,2,2020-12-23,2020-12-23,Glendale,Maricopa,AZ,85301,US,40.0,10.0,9.0,0.0,Fair,Night,True,False,Wednesday,12,23,2020,Winter
193,A-521857,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85034,US,44.0,10.0,0.0,0.0,Fair,Night,False,True,Wednesday,12,23,2020,Winter
194,A-521858,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85031,US,40.0,10.0,5.0,0.0,Fair,Night,True,False,Wednesday,12,23,2020,Winter
195,A-521859,201,2,2020-12-23,2020-12-23,Glendale,Maricopa,AZ,85306,US,43.0,10.0,3.0,0.0,Fair,Night,False,False,Wednesday,12,23,2020,Winter
196,A-521860,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85053,US,44.0,10.0,0.0,0.0,Fair,Night,False,False,Wednesday,12,23,2020,Winter
197,A-521861,201,2,2020-12-23,2020-12-23,Glendale,Maricopa,AZ,85306,US,44.0,10.0,0.0,0.0,Fair,Night,False,False,Wednesday,12,23,2020,Winter
198,A-521862,201,2,2020-12-23,2020-12-23,Peoria,Maricopa,AZ,85383,US,44.0,10.0,0.0,0.0,Fair,Night,False,True,Wednesday,12,23,2020,Winter
200,A-521864,201,2,2020-12-23,2020-12-23,Glendale,Maricopa,AZ,85305,US,38.0,10.0,5.0,0.0,Fair,Night,False,True,Wednesday,12,23,2020,Winter
202,A-521866,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85017,US,43.0,10.0,0.0,0.0,Mostly Cloudy,Day,True,False,Wednesday,12,23,2020,Winter
203,A-521867,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85033,US,39.0,10.0,7.0,0.0,Fair,Day,False,False,Wednesday,12,23,2020,Winter
205,A-521869,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85028,US,45.0,10.0,0.0,0.0,Fair,Day,False,True,Wednesday,12,23,2020,Winter
208,A-521872,201,3,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85027,US,54.0,10.0,0.0,0.0,Fair,Day,False,False,Wednesday,12,23,2020,Winter
210,A-521874,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85016,US,50.0,10.0,0.0,0.0,Partly Cloudy,Day,False,False,Wednesday,12,23,2020,Winter
211,A-521875,201,3,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85009,US,50.0,10.0,0.0,0.0,Partly Cloudy,Day,False,False,Wednesday,12,23,2020,Winter
212,A-521876,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85017,US,55.0,10.0,3.0,0.0,Partly Cloudy,Day,False,False,Wednesday,12,23,2020,Winter
216,A-521880,201,2,2020-12-23,2020-12-23,Gilbert,Maricopa,AZ,85234,US,68.0,10.0,15.0,0.0,Partly Cloudy,Day,False,True,Wednesday,12,23,2020,Winter
219,A-521883,201,2,2020-12-23,2020-12-23,Queen Creek,Maricopa,AZ,85142,US,68.0,10.0,15.0,0.0,Partly Cloudy,Day,True,False,Wednesday,12,23,2020,Winter
220,A-521884,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85037,US,68.0,10.0,8.0,0.0,Fair,Day,False,False,Wednesday,12,23,2020,Winter
221,A-521885,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85027,US,66.0,10.0,14.0,0.0,Fair,Day,False,False,Wednesday,12,23,2020,Winter
224,A-521888,201,2,2020-12-23,2020-12-23,Scottsdale,Maricopa,AZ,85256,US,67.0,10.0,15.0,0.0,Partly Cloudy,Day,False,False,Wednesday,12,23,2020,Winter
226,A-521890,201,2,2020-12-23,2020-12-23,Mesa,Maricopa,AZ,85208,US,63.0,10.0,14.0,0.0,Fair,Day,False,False,Wednesday,12,23,2020,Winter
227,A-521891,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85006,US,65.0,10.0,14.0,0.0,Partly Cloudy,Day,False,False,Wednesday,12,23,2020,Winter
228,A-521892,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85024,US,62.0,10.0,14.0,0.0,Fair,Day,True,False,Wednesday,12,23,2020,Winter
229,A-521893,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85040,US,62.0,10.0,16.0,0.0,Partly Cloudy,Night,False,False,Wednesday,12,23,2020,Winter
230,A-521894,201,2,2020-12-23,2020-12-23,El Mirage,Maricopa,AZ,85335,US,56.0,10.0,10.0,0.0,Fair,Night,False,False,Wednesday,12,23,2020,Winter
234,A-521898,201,3,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85006,US,60.0,10.0,10.0,0.0,Partly Cloudy,Night,False,True,Wednesday,12,23,2020,Winter
236,A-521900,201,2,2020-12-23,2020-12-23,Phoenix,Maricopa,AZ,85016,US,57.0,10.0,10.0,0.0,Partly Cloudy,Night,False,True,Wednesday,12,23,2020,Winter
237,A-521901,201,3,2020-12-23,2020-12-23,Tempe,Maricopa,AZ,85282,US,57.0,10.0,10.0,0.0,Partly Cloudy,Night,False,False,Wednesday,12,23,2020,Winter
242,A-523384,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85034,US,47.0,10.0,6.0,0.0,Fair,Night,False,True,Tuesday,12,22,2020,Winter
243,A-523385,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85043,US,42.0,10.0,5.0,0.0,Fair,Night,False,True,Tuesday,12,22,2020,Winter
244,A-523386,201,2,2020-12-22,2020-12-22,Glendale,Maricopa,AZ,85305,US,42.0,10.0,6.0,0.0,Fair,Night,False,True,Tuesday,12,22,2020,Winter
245,A-523387,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85024,US,43.0,10.0,0.0,0.0,Fair,Night,False,True,Tuesday,12,22,2020,Winter
246,A-523388,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85017,US,46.0,10.0,8.0,0.0,Mostly Cloudy,Night,False,True,Tuesday,12,22,2020,Winter
247,A-523389,201,3,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85006,US,46.0,10.0,8.0,0.0,Mostly Cloudy,Night,False,False,Tuesday,12,22,2020,Winter
248,A-523390,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85008,US,46.0,10.0,8.0,0.0,Mostly Cloudy,Night,False,True,Tuesday,12,22,2020,Winter
249,A-523391,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85024,US,47.0,10.0,0.0,0.0,Fair,Night,False,False,Tuesday,12,22,2020,Winter
250,A-523392,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85007,US,46.0,10.0,8.0,0.0,Mostly Cloudy,Night,False,True,Tuesday,12,22,2020,Winter
251,A-523393,201,2,2020-12-22,2020-12-22,Mesa,Maricopa,AZ,85204,US,47.0,10.0,7.0,0.0,Mostly Cloudy,Day,False,False,Tuesday,12,22,2020,Winter
253,A-523395,201,2,2020-12-22,2020-12-22,Tolleson,Maricopa,AZ,85353,US,42.0,10.0,6.0,0.0,Fair,Day,False,False,Tuesday,12,22,2020,Winter
254,A-523396,201,2,2020-12-22,2020-12-22,Peoria,Maricopa,AZ,85383,US,46.0,10.0,0.0,0.0,Fair,Day,False,False,Tuesday,12,22,2020,Winter
255,A-523397,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85031,US,48.0,10.0,6.0,0.0,Partly Cloudy,Day,False,True,Tuesday,12,22,2020,Winter
258,A-523400,201,2,2020-12-22,2020-12-22,Mesa,Maricopa,AZ,85204,US,50.0,10.0,8.0,0.0,Partly Cloudy,Day,False,False,Tuesday,12,22,2020,Winter
259,A-523401,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85054,US,48.0,10.0,0.0,0.0,Fair,Day,False,False,Tuesday,12,22,2020,Winter
260,A-523402,201,3,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85017,US,55.0,10.0,9.0,0.0,Mostly Cloudy,Day,False,True,Tuesday,12,22,2020,Winter
261,A-523403,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85086,US,56.0,10.0,3.0,0.0,Fair,Day,False,False,Tuesday,12,22,2020,Winter
262,A-523404,201,2,2020-12-22,2020-12-22,Glendale,Maricopa,AZ,85301,US,52.0,10.0,5.0,0.0,Partly Cloudy,Day,False,False,Tuesday,12,22,2020,Winter
263,A-523405,201,2,2020-12-22,2020-12-22,Peoria,Maricopa,AZ,85345,US,52.0,10.0,5.0,0.0,Partly Cloudy,Day,False,True,Tuesday,12,22,2020,Winter
265,A-523407,201,2,2020-12-22,2020-12-22,Tempe,Maricopa,AZ,85282,US,66.0,10.0,3.0,0.0,Fair,Day,False,False,Tuesday,12,22,2020,Winter
267,A-523409,201,3,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85003,US,68.0,10.0,3.0,0.0,Fair,Day,False,True,Tuesday,12,22,2020,Winter
268,A-523410,201,3,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85029,US,68.0,10.0,5.0,0.0,Fair,Day,False,False,Tuesday,12,22,2020,Winter
271,A-523413,201,2,2020-12-22,2020-12-22,Mesa,Maricopa,AZ,85204,US,70.0,10.0,0.0,0.0,Fair,Day,False,False,Tuesday,12,22,2020,Winter
273,A-523415,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85027,US,68.0,10.0,7.0,0.0,Fair,Day,False,False,Tuesday,12,22,2020,Winter
277,A-523419,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85037,US,67.0,10.0,5.0,0.0,Fair,Day,False,True,Tuesday,12,22,2020,Winter
279,A-523421,201,2,2020-12-22,2020-12-22,Glendale,Maricopa,AZ,85308,US,66.0,10.0,6.0,0.0,Fair,Day,False,True,Tuesday,12,22,2020,Winter
280,A-523422,201,2,2020-12-22,2020-12-22,Glendale,Maricopa,AZ,85308,US,66.0,10.0,6.0,0.0,Fair,Day,False,True,Tuesday,12,22,2020,Winter
281,A-523423,201,2,2020-12-22,2020-12-22,Scottsdale,Maricopa,AZ,85251,US,70.0,10.0,0.0,0.0,Partly Cloudy,Day,False,True,Tuesday,12,22,2020,Winter
282,A-523424,201,2,2020-12-22,2020-12-22,Mesa,Maricopa,AZ,85210,US,70.0,10.0,0.0,0.0,Partly Cloudy,Day,False,False,Tuesday,12,22,2020,Winter
283,A-523425,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85034,US,66.0,10.0,0.0,0.0,Fair,Night,False,False,Tuesday,12,22,2020,Winter
284,A-523426,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85050,US,62.0,10.0,3.0,0.0,Fair,Night,False,True,Tuesday,12,22,2020,Winter
287,A-523429,201,2,2020-12-22,2020-12-22,Phoenix,Maricopa,AZ,85037,US,61.0,10.0,0.0,0.0,Fair,Night,False,True,Tuesday,12,22,2020,Winter
293,A-524969,201,2,2020-12-21,2020-12-21,Surprise,Maricopa,AZ,85374,US,41.0,10.0,7.0,0.0,Fair,Night,False,False,Monday,12,21,2020,Winter
294,A-524970,201,2,2020-12-21,2020-12-21,Goodyear,Maricopa,AZ,85395,US,55.0,10.0,0.0,0.0,Fair,Day,False,True,Monday,12,21,2020,Winter
297,A-524973,201,2,2020-12-21,2020-12-21,Phoenix,Maricopa,AZ,85017,US,45.0,10.0,7.0,0.0,Fair,Night,False,True,Monday,12,21,2020,Winter
298,A-524974,201,2,2020-12-21,2020-12-21,Glendale,Maricopa,AZ,85301,US,41.0,10.0,7.0,0.0,Fair,Night,False,True,Monday,12,21,2020,Winter
299,A-524975,201,2,2020-12-21,2020-12-21,Phoenix,Maricopa,AZ,85020,US,43.0,10.0,3.0,0.0,Fair,Night,False,False,Monday,12,21,2020,Winter
301,A-524977,246,2,2020-12-21,2020-12-21,Phoenix,Maricopa,AZ,85024,US,51.0,10.0,12.0,0.0,Fair,Night,False,True,Monday,12,21,2020,Winter
302,A-524978,201,2,2020-12-21,2020-12-21,Phoenix,Maricopa,AZ,85021,US,51.0,10.0,5.0,0.0,Fair,Day,False,True,Monday,12,21,2020,Winter
305,A-524981,201,2,2020-12-21,2020-12-21,Phoenix,Maricopa,AZ,85041,US,49.0,10.0,3.0,0.0,Fair,Day,False,True,Monday,12,21,2020,Winter
307,A-524983,201,2,2020-12-21,2020-12-21,Sun City,Maricopa,AZ,85351,US,49.0,10.0,10.0,0.0,Fair,Day,False,True,Monday,12,21,2020,Winter
310,A-524986,201,2,2020-12-21,2020-12-21,Phoenix,Maricopa,AZ,85014,US,49.0,10.0,3.0,0.0,Fair,Day,True,False,Monday,12,21,2020,Winter
311,A-524987,201,2,2020-12-21,2020-12-21,Glendale,Maricopa,AZ,85301,US,49.0,10.0,10.0,0.0,Fair,Day,False,True,Monday,12,21,2020,Winter
312,A-524988,201,2,2020-12-21,2020-12-21,Phoenix,Maricopa,AZ,85032,US,74.0,10.0,3.0,0.0,Fair,Day,False,True,Monday,12,21,2020,Winter
313,A-524989,245,2,2020-12-21,2020-12-21,Scottsdale,Maricopa,AZ,85250,US,74.0,10.0,3.0,0.0,Fair,Day,False,True,Monday,12,21,2020,Winter
314,A-524990,201,2,2020-12-21,2020-12-21,Tempe,Maricopa,AZ,85282,US,73.0,10.0,0.0,0.0,Fair,Day,False,False,Monday,12,21,2020,Winter
315,A-524991,201,2,2020-12-21,2020-12-21,Phoenix,Maricopa,AZ,85083,US,71.0,10.0,7.0,0.0,Fair,Day,False,False,Monday,12,21,2020,Winter
317,A-524993,201,2,2020-12-21,2020-12-21,Phoenix,Maricopa,AZ,85050,US,72.0,10.0,6.0,0.0,Fair,Day,False,True,Monday,12,21,2020,Winter
318,A-524994,201,2,2020-12-21,2020-12-21,Peoria,Maricopa,AZ,85345,US,74.0,10.0,0.0,0.0,Fair,Day,False,False,Monday,12,21,2020,Winter
321,A-524997,201,2,2020-12-21,2020-12-21,Phoenix,Maricopa,AZ,85050,US,71.0,10.0,3.0,0.0,Fair,Day,False,False,Monday,12,21,2020,Winter
322,A-524998,201,2,2020-12-21,2020-12-21,Phoenix,Maricopa,AZ,85015,US,75.0,10.0,0.0,0.0,Fair,Day,False,True,Monday,12,21,2020,Winter
323,A-524999,201,2,2020-12-21,2020-12-21,Tempe,Maricopa,AZ,85283,US,75.0,10.0,0.0,0.0,Fair,Day,False,True,Monday,12,21,2020,Winter
324,A-525000,201,2,2020-12-21,2020-12-21,Mesa,Maricopa,AZ,85209,US,66.0,10.0,0.0,0.0,Fair,Day,False,False,Monday,12,21,2020,Winter
328,A-525004,201,2,2020-12-21,2020-12-21,Phoenix,Maricopa,AZ,85034,US,66.0,10.0,3.0,0.0,Fair,Night,False,False,Monday,12,21,2020,Winter
330,A-525601,201,3,2020-12-20,2020-12-20,Phoenix,Maricopa,AZ,85040,US,42.0,10.0,7.0,0.0,Fair,Night,False,False,Sunday,12,20,2020,Winter
331,A-525602,246,3,2020-12-20,2020-12-20,Phoenix,Maricopa,AZ,85021,US,51.0,10.0,0.0,0.0,Fair,Day,False,False,Sunday,12,20,2020,Winter
332,A-525603,201,3,2020-12-20,2020-12-20,Phoenix,Maricopa,AZ,85003,US,65.0,10.0,0.0,0.0,Fair,Day,False,True,Sunday,12,20,2020,Winter
333,A-525604,201,3,2020-12-20,2020-12-20,Phoenix,Maricopa,AZ,85044,US,65.0,10.0,0.0,0.0,Fair,Day,False,False,Sunday,12,20,2020,Winter
